id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,avg_episode_runtime,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage
300894,Kurukshetra,2025-10-10,3.3076,8.5,22,Ended,False,1,18,"Action & Adventure, Drama, Animation",Scripted,hi,IN,,108.0,94.0,,2025-10-24,TV-14,tt38235589,Anu Sikka,https://www.netflix.com/in/title/82063102
112162,Pacific Rim: The Black,2021-03-04,3.3023,8.152,450,Ended,False,2,14,"Sci-Fi & Fantasy, Animation, Action & Adventure",Scripted,en,US,24.0,1789.0,1378.0,"cyberpunk, robot, battle, kaiju, giant",2022-04-19,TV-14,tt9288848,"Greg Johnson, Craig Kyle",https://www.netflix.com/title/81002003
106238,Hoops,2020-08-21,3.3009,6.832,211,Canceled,False,1,10,"Comedy, Animation",Scripted,en,US,30.0,1984.0,1984.0,"high school, basketball, adult animation, basketball coach",2020-08-21,,tt9077562,Ben Hoffman,https://www.netflix.com/title/81008138
280976,"With Love, Meghan",2025-03-04,3.3005,4.0,15,Returning Series,True,2,16,Reality,Reality,en,US,35.0,328.0,153.0,"california, lifestyle, british royal family",2025-08-26,TV-PG,tt35257773,,https://www.netflix.com/title/81770808
158083,Painkiller,2023-08-10,3.2964,7.169,189,Ended,False,1,6,"Drama, Crime",Miniseries,en,US,,900.0,900.0,,2023-08-10,TV-MA,tt11816814,,https://www.netflix.com/title/81095069
298867,Beauty and the Bester,2025-09-12,3.2952,7.4,8,Ended,False,1,3,"Documentary, Crime",Miniseries,en,ZA,,136.0,136.0,"miniseries, true crime",2025-09-12,,tt37970537,,https://www.netflix.com/title/81713096
73449,Together with Me,2017-08-24,2.8548,7.3,36,Ended,False,2,27,"Comedy, Drama",Scripted,th,TH,50.0,3077.0,2595.0,"love triangle, jealousy, infidelity, one-night stand, friendship",2018-12-19,,tt8342874,Thanutnun Vitsivakun,https://www.youtube.com/playlist?list=PLejAZgjxwtChH5KFzd_zYhmyhEmyYtEcM
248123,A-List to Playlist,2024-08-30,4.5139,9.333,3,Ended,False,1,8,Reality,Reality,ko,KR,,514.0,514.0,"singer, debut",2024-08-30,TV-14,tt33038099,"Lee Jung-won, Yang Jung-woo",https://www.netflix.com/title/81752352
279231,Celebrity Bear Hunt,2025-02-05,3.6298,6.364,11,Canceled,False,1,8,Reality,Reality,en,GB,,355.0,355.0,"competition, celebrity, jungle, costa rica",2025-02-05,TV-14,tt31806045,,https://www.netflix.com/title/81701547
156935,Lost Ollie,2022-08-24,3.9075,7.688,69,Ended,False,1,4,"Animation, Family, Drama",Miniseries,en,US,45.0,1251.0,1251.0,"miniseries, based on children's book",2022-08-24,TV-PG,tt13271734,Shannon Tindle,https://www.netflix.com/title/80115119
86752,Wu Assassins,2019-08-08,3.5909,6.727,216,Canceled,False,1,10,"Sci-Fi & Fantasy, Drama, Action & Adventure, Crime",Scripted,en,US,45.0,2363.0,2363.0,"san francisco, california, martial arts, chinatown, villain, superhero",2019-08-08,TV-MA,tt8652642,"John Wirth, Tony Krantz",https://www.netflix.com/title/80230293
219063,Eva Lasting,2023-02-15,3.1829,8.302,124,Returning Series,True,3,33,Drama,Scripted,es,CO,,1076.0,236.0,"1970s, high school, teenage girl, heartfelt",2025-06-04,TV-MA,tt26346647,Dago García,https://www.netflix.com/title/81354972
208730,Romantic Killer,2022-10-27,3.2285,8.33,191,Ended,False,1,12,"Animation, Comedy",Scripted,ja,JP,27.0,1187.0,1187.0,"based on comic, romcom, romance, matchmaking, teenage girl",2022-10-27,TV-14,tt21991254,,https://www.netflix.com/title/81318888
285768,"The Good, the Bad, and the Ugly",2025-10-19,4.5611,0.0,0,Ended,False,1,24,"Drama, Family",Scripted,zh,TW,,99.0,22.0,"romance, coming of age, second chance",2026-01-04,,tt38267961,"Du Zheng-zhe, Nick Tai",https://drama.tvbs.com.tw/goodbadandugly/index.html
119408,Zindagi in Short,2020-02-19,3.1283,4.0,5,Returning Series,True,1,7,"Comedy, Drama",Scripted,hi,IN,17.0,2168.0,2168.0,"fight, marriage, friendship, love, anthology",2020-02-19,TV-MA,tt11813946,,https://www.netflix.com/pk/title/81290056
82834,YG Future Strategy Office,2018-10-05,3.1988,6.0,9,Ended,False,1,8,Comedy,Scripted,ko,KR,25.0,2670.0,2670.0,"mockumentary, sitcom",2018-10-05,,tt8129694,,https://www.netflix.com/title/80220650
138273,Rilakkuma's Theme Park Adventure,2022-08-25,3.1319,7.711,19,Ended,False,1,8,"Action & Adventure, Drama, Animation",Miniseries,ja,JP,16.0,1250.0,1250.0,"slice of life, stop motion, bear, amusement park, anime",2022-08-25,TV-Y7,tt14272704,,https://www.netflix.com/title/81341765
224229,Risqué Business: Japan,2023-04-25,2.8334,7.2,10,Ended,False,1,6,Reality,Reality,ko,KR,,1007.0,1007.0,sex industry,2023-04-25,TV-MA,tt27448863,,https://www.netflix.com/title/81666652
287429,Two Husbands One Wife,2025-04-09,3.1337,7.0,3,Ended,False,1,11,Drama,Scripted,ja,JP,20.0,292.0,222.0,"polyamory, lgbt, cohabitation",2025-06-18,,tt36351405,"Izuru Kumasaka, Shota Gajin",https://www.tbs.co.jp/3ninfufu
118169,Colin in Black and White,2021-10-29,3.0387,6.6,62,Ended,False,1,6,Drama,Miniseries,en,US,30.8,1550.0,1550.0,"american football, baseball, training, high school, growing up",2021-10-29,TV-14,tt12624928,"Ava DuVernay, Michael Starrbury",https://www.netflix.com/title/80244479
156934,Daniel Spellbound,2022-10-27,2.6634,7.85,40,Returning Series,True,2,20,"Animation, Action & Adventure",Scripted,en,CA,,1187.0,1096.0,"magic, wizard, alchemist, spell",2023-01-26,TV-Y7,tt13983670,Matthew Fernandes,https://www.netflix.com/title/80234642
258035,Tribhuvan Mishra CA Topper,2024-07-18,3.2915,7.091,11,Ended,False,1,9,"Drama, Comedy, Crime",Scripted,hi,IN,,557.0,557.0,sex work,2024-07-18,TV-MA,tt32832648,Puneet Krishna,https://www.netflix.com/title/81285617
202864,Farzar,2022-07-15,3.4072,6.0,52,Canceled,False,1,10,"Sci-Fi & Fantasy, Comedy, Animation",Scripted,en,US,,1291.0,1291.0,"prince, space, alien invasion, adult animation",2022-07-15,TV-MA,tt14589904,"Roger Black, Waco O'Guin",https://www.netflix.com/title/81259476
232342,Toxic Town,2025-02-27,4.1187,6.972,72,Ended,False,1,4,Drama,Miniseries,en,GB,55.0,333.0,333.0,"based on true story, miniseries, ecological disaster",2025-02-27,TV-MA,tt28631067,Jack Thorne,https://www.netflix.com/title/81372304
201874,Blockbuster,2022-11-03,3.3014,5.4,136,Canceled,False,1,10,Comedy,Scripted,en,US,26.0,1180.0,1180.0,"workplace comedy, amused",2022-11-03,TV-14,tt16124614,Vanessa Ramos,https://www.netflix.com/title/81468289
62391,Chef's Table,2015-04-26,3.3846,7.8,117,Returning Series,True,7,34,Documentary,Documentary,en,US,,3928.0,425.0,"cooking, chef, culinary arts, fine dining, world cuisine",2024-11-27,TV-MA,tt4295140,David Gelb,https://www.netflix.com/title/80007945
229906,Gundam: Requiem for Vengeance,2024-10-17,3.2884,6.992,64,Ended,False,1,6,"War & Politics, Sci-Fi & Fantasy, Animation",Miniseries,ja,JP,,466.0,466.0,"europe, pilot, mecha, giant robot, miniseries",2024-10-17,TV-MA,tt30277745,,https://gundam-requiem.net
237458,How to Become a Mob Boss,2023-11-14,3.2288,7.5,39,Ended,False,1,6,Documentary,Miniseries,en,US,30.0,804.0,804.0,miniseries,2023-11-14,TV-MA,tt29541632,,https://www.netflix.com/title/81596971
67264,Beat Bugs,2016-07-25,3.0155,5.1,9,Returning Series,True,3,78,"Animation, Family",Scripted,en,AU,,3472.0,2635.0,,2018-11-09,,tt4716268,Josh Wakely,https://www.netflix.com/title/80057611
275144,Is It Cake? Holiday,2024-11-28,3.2265,8.1,10,Returning Series,True,2,7,Reality,Reality,en,US,,424.0,62.0,"holiday, food, baking competition",2025-11-25,TV-PG,tt34247552,,https://www.netflix.com/title/81927150
285205,Million Dollar Secret,2025-03-26,3.1842,7.5,22,Returning Series,True,1,8,Reality,Reality,en,"US, GB",,306.0,292.0,"undercover, millionaire, reality competition",2025-04-09,TV-14,tt32491422,,https://www.netflix.com/title/81731670
116986,Spycraft,2021-01-20,3.2234,6.863,102,Ended,False,1,8,"Documentary, War & Politics",Documentary,en,US,35.0,1832.0,1832.0,"spy, central intelligence agency (cia), fbi, intelligence, interview",2021-01-20,,tt13789092,,https://www.netflix.com/title/81014547
93310,Archibald's Next Big Thing,2019-09-06,3.2214,6.1,10,Ended,False,2,52,"Kids, Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,12.0,2334.0,2138.0,"chicken, family, animals, animals in the city, wanderings",2020-03-20,TV-Y7,tt9165404,"Tony Hale, Jacob Moffat, Drew Champion",https://www.netflix.com/title/80221550
261649,Into the Fire: The Lost Daughter,2024-09-12,3.587,7.735,52,Ended,False,1,2,"Documentary, Mystery, Crime",Miniseries,en,US,,501.0,501.0,"miniseries, true crime, amateur sleuth",2024-09-12,TV-MA,tt33163756,,https://www.netflix.com/title/81769165
233079,How to Get to Heaven from Belfast,2026-02-12,3.2069,0.0,0,In Production,True,1,8,"Comedy, Drama, Mystery",Scripted,en,GB,,-17.0,,"dark comedy, thriller",,,tt31709373,Lisa McGee,https://www.netflix.com/title/81758849
129933,Post Mortem: No One Dies in Skarnes,2021-08-25,3.1979,7.282,71,Ended,False,1,6,"Drama, Comedy, Mystery",Scripted,no,NO,44.0,1615.0,1615.0,"vampire, family secrets, survival, death, funeral home",2021-08-25,TV-MA,tt13053222,Petter Holmsen,https://www.netflix.com/title/81164276
135422,Fragrance of the First Flower,2021-11-12,3.1973,6.8,8,Ended,False,2,18,Drama,Miniseries,zh,TW,25.0,1536.0,307.0,"lesbian relationship, romance, coming of age, lgbt teen, mother son relationship",2025-03-25,,tt15655018,,https://www.gagaoolala.com/tc/videos/2412/fragrance-of-the-first-flower-2021-s01e01
61775,Ever After High,2013-06-18,3.1963,7.7,53,Ended,False,4,65,"Kids, Animation, Drama, Action & Adventure, Family",Scripted,en,"CA, US",25.0,4605.0,3398.0,"fairy tale, bravery, high school, boarding school, cartoon",2016-10-07,TV-Y7,tt3312378,,http://www.everafterhigh.com
223119,Yakitori: Soldiers of Misfortune,2023-05-18,3.195,7.1,26,Ended,False,1,6,"Animation, Sci-Fi & Fantasy",Miniseries,ja,JP,,984.0,984.0,"based on novel or book, anime",2023-05-18,TV-MA,tt27250338,,https://www.netflix.com/title/81186862
110115,"Good Morning, Verônica",2020-10-01,3.1949,7.2,108,Ended,False,3,17,"Drama, Crime",Scripted,pt,BR,,1943.0,712.0,"suicide, fetish, police, sao paulo, brazil, female protagonist",2024-02-14,TV-MA,tt12987918,Raphael Montes,https://www.netflix.com/title/80221223
271128,The New Force,2025-10-03,2.6667,6.2,16,Returning Series,True,1,6,Drama,Scripted,sv,SE,,115.0,115.0,"stockholm, sweden, police officer, 1950s, стокгольм, швеция, полицейские",2025-10-03,,tt31828197,"Patrik Ehrnst, Antonia Pyk, Elin Randin",https://www.netflix.com/title/81622641
228957,Cigarette Girl,2023-11-02,3.7519,8.1,40,Returning Series,True,1,5,Drama,Scripted,id,ID,,816.0,816.0,"based on novel or book, cigarette, indonesia, romance, period drama",2023-11-02,TV-14,tt21279114,"Kamila Andini, Ifa Isfansyah",https://www.netflix.com/title/81476989
214088,Woman of the Dead,2022-11-07,3.0535,7.041,145,Returning Series,True,2,12,"Drama, Crime",Scripted,de,AT,42.0,1176.0,322.0,,2025-03-10,TV-MA,tt5569404,Bernhard Aichner,https://www.mein.orf.at/totenfrau/
224047,Larva Family,2023-05-04,2.4633,7.4,9,Returning Series,True,1,26,"Kids, Comedy, Animation",Scripted,en,KR,21.0,998.0,998.0,"baby, slapstick comedy",2023-05-04,TV-Y7,tt27443477,,https://www.netflix.com/title/81313783
134367,"Sex, Love & Goop",2021-10-21,3.1728,6.7,88,Canceled,False,1,6,"Reality, Talk, Documentary",Scripted,en,US,45.0,1558.0,1558.0,"orgasm, sex education, educational, sexual liberation, sex drive",2021-10-21,TV-MA,tt15470160,,https://www.netflix.com/title/81459349
70178,Cyborg 009: Call of Justice,2017-02-10,3.4903,6.25,8,Canceled,False,1,12,"Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,ja,JP,25.0,3272.0,3272.0,"cyborg, mecha, based on manga, shounen, anime",2017-02-10,,tt6921524,,http://www.cyborg009.jp
224021,The Åre Murders,2025-02-06,3.1573,6.683,120,Ended,False,1,5,"Drama, Crime, Mystery",Scripted,sv,SE,,354.0,354.0,"detective, based on novel or book, suspicious, suspense, thriller",2025-02-06,TV-MA,tt23664162,Viveca Sten,https://www.netflix.com/title/81748580
95579,Dino Girl Gauko,2019-11-22,3.1572,7.2,4,Ended,False,2,39,"Animation, Family, Kids, Comedy",Scripted,ja,JP,9.0,2257.0,2138.0,,2020-03-20,TV-Y7,tt10380814,,https://www.netflix.com/title/80216180
221802,The Nurse,2023-04-27,3.1555,7.075,80,Ended,False,1,4,"Crime, Drama",Miniseries,da,DK,,1005.0,1005.0,"biography, based on true story, miniseries",2023-04-27,TV-MA,tt24948454,Kasper Barfoed,https://www.netflix.com/title/81473355
249548,The Hijacking of Flight 601,2024-04-10,3.1537,7.949,39,Ended,False,1,6,Drama,Miniseries,es,CO,,656.0,656.0,"based on novel or book, based on true story, airplane hijacking, flight attendant",2024-04-10,TV-MA,tt28240840,"C.S. Prince, Pablo González",https://www.netflix.com/title/81580682
127424,The Girl in the Mirror,2022-08-19,3.1523,6.305,77,Canceled,False,1,9,"Drama, Mystery",Scripted,es,ES,,1256.0,1256.0,"supernatural horror, horror",2022-08-19,TV-MA,tt13106334,Sergio G. Sánchez,https://www.netflix.com/title/80241472
96095,Soundtrack,2019-12-18,3.1471,6.0,33,Canceled,False,1,10,Drama,Scripted,en,US,57.0,2231.0,2231.0,"artist, musical, live, struggling career",2019-12-18,NR,tt7913450,Joshua Safran,https://www.netflix.com/title/80241410
117678,Skull Island,2023-06-22,3.1439,7.1,100,Canceled,False,1,8,"Animation, Action & Adventure, Sci-Fi & Fantasy",Scripted,en,US,,949.0,949.0,"south pacific, shipwreck survivors, monsters",2023-06-22,TV-14,tt13929756,Brian Duffield,https://www.netflix.com/title/81312426
253833,How to Ruin Love,2024-05-31,3.1413,8.3,3,Returning Series,True,2,8,Comedy,Scripted,st,ZA,,605.0,38.0,,2025-12-19,TV-14,tt32369358,Rethabile Ramaphakela,https://www.netflix.com/title/81666758
110862,Social Distance,2020-10-15,3.1413,6.2,40,Ended,False,1,8,Drama,Scripted,en,US,,1929.0,1929.0,"anthology, covid-19, screenlife, human",2020-10-15,TV-MA,tt12313074,Hilary Weisman Graham,https://www.netflix.com/title/81277835
216322,Sky High: The Series,2023-03-17,3.141,7.181,80,Canceled,False,1,7,"Action & Adventure, Drama, Crime",Scripted,es,ES,,1046.0,1046.0,sequel,2023-03-17,TV-MA,tt18273742,"Daniel Calparsoro, Jorge Guerricaechevarría",https://www.netflix.com/title/81317562
91656,Twelve Forever,2019-07-29,3.1381,6.708,24,Ended,False,1,25,"Animation, Action & Adventure, Comedy, Family, Kids",Scripted,en,US,18.5,2373.0,2366.0,"dreams, superhero, lgbt, adventurer, 永远十二岁",2019-08-05,TV-Y7,tt8009622,Julia Vickerman,https://www.netflix.com/title/80210294
84111,Prince of Peoria,2018-11-16,3.1322,5.4,16,Canceled,False,1,16,"Comedy, Kids",Scripted,en,US,26.0,2628.0,2443.0,"prince, friendship, bowling alley",2019-05-20,TV-Y7,tt8001718,"Nick Stanton, Devin Bunje",https://www.netflix.com/title/80223556
70508,Five Came Back,2017-03-31,3.1288,7.231,67,Ended,False,1,3,"Documentary, War & Politics",Miniseries,en,US,,3223.0,3223.0,"based on novel or book, movie business, world war ii, hollywood, historical",2017-03-31,TV-MA,tt6587094,,https://www.netflix.com/title/80049928
210269,Sanctuary,2023-05-04,3.1281,7.728,57,Ended,False,1,8,Drama,Scripted,ja,JP,60.0,998.0,998.0,"infidelity, sports, revenge, rivalry, coming of age",2023-05-04,TV-MA,tt16970638,Kan Eguchi,https://www.netflix.com/title/81144910
244571,The Believers,2024-03-27,3.1262,7.3,21,Returning Series,True,2,17,"Drama, Crime",Scripted,th,TH,,670.0,53.0,"business, buddhist temple, illegal activity, best friends",2025-12-04,,tt31158584,,https://www.netflix.com/title/81517165
158233,The Andy Warhol Diaries,2022-03-09,3.1248,6.6,22,Ended,False,1,6,Documentary,Miniseries,en,US,65.0,1419.0,1419.0,"biography, art, historical, lgbt, cerebral",2022-03-09,TV-MA,tt18082212,,https://www.netflix.com/title/81026142
221291,Muted,2023-05-19,3.1171,6.257,107,Ended,False,1,6,"Drama, Mystery, Crime",Miniseries,es,ES,48.0,983.0,983.0,"prison, murder, mute, miniseries, murderer",2023-05-19,TV-MA,tt20477492,Aitor Gabilondo,https://www.netflix.com/title/81495803
110126,Agent Elvis,2023-03-17,3.1149,6.707,58,Canceled,False,1,10,"Animation, Comedy, Action & Adventure",Scripted,en,US,,1046.0,1046.0,"spy, adult animation",2023-03-17,TV-MA,tt10814036,"Priscilla Presley, John Eddie",https://www.netflix.com/title/80240585
69864,Terrace House: Aloha State,2016-11-01,3.112,7.4,28,Ended,False,1,36,Reality,Reality,ja,JP,35.0,3373.0,3072.0,"roommates, dating show, shared house",2017-08-29,NR,tt6588218,,http://www.terrace-house.jp/alohastate/
236450,1670,2023-12-13,3.1093,7.417,114,Returning Series,True,3,16,Comedy,Scripted,pl,PL,,775.0,131.0,"satire, 17th century, peasants",2025-09-17,NR,tt29420686,,https://www.netflix.com/title/81553471
102846,The Forest of Love: Deep Cut,2020-04-30,3.1085,6.7,26,Ended,False,1,7,"Crime, Drama",Miniseries,ja,JP,,2097.0,2097.0,"crew, serial killer, miniseries",2020-04-30,TV-MA,tt12079236,Sion Sono,https://www.netflix.com/title/80233251
80055,Chambers,2019-04-26,3.1075,6.613,155,Canceled,False,1,10,"Mystery, Drama",Scripted,en,US,,2467.0,2467.0,"arizona, heart, murder",2019-04-26,TV-MA,tt7949204,Leah Rachel,https://www.netflix.com/title/80210361
139280,Queenmaker,2023-04-14,3.1028,7.3,48,Ended,False,1,11,Drama,Scripted,ko,KR,,1018.0,1018.0,"mayor, politics, election campaign, business, election",2023-04-14,TV-MA,tt26350158,"Oh Jin-seok, Moon Ji Young",https://www.netflix.com/title/81503026
98772,Followers,2020-02-27,3.0972,6.682,22,Ended,False,1,9,Drama,Miniseries,ja,JP,40.0,2160.0,2160.0,"internet, social media, inspiring",2020-02-27,TV-MA,tt10049610,Mika Ninagawa,https://www.netflix.com/title/80233221
103425,The Woods,2020-06-12,3.0892,6.855,196,Ended,False,1,6,"Drama, Mystery",Miniseries,pl,PL,,2054.0,2054.0,"based on novel or book, miniseries, prosecutor, murder investigation, woodlands",2020-06-12,TV-MA,tt1910645,,https://www.netflix.com/title/81108061
72541,Inside the World's Toughest Prisons,2016-04-20,3.083,7.1,71,Returning Series,True,7,27,"Crime, Documentary",Documentary,en,GB,44.0,3568.0,864.0,,2023-09-15,TV-MA,tt6322264,,https://www.netflix.com/title/80116922
221120,Fiasco,2024-04-30,3.0775,6.318,66,Ended,False,1,7,Comedy,Miniseries,fr,FR,,636.0,636.0,"blackmail, miniseries, mockumentary, filmmaking, making of",2024-04-30,TV-PG,tt27415863,"Igor Gotesman, Pierre Niney",https://www.netflix.com/title/81566980
64439,Making a Murderer,2015-12-18,3.0772,7.836,538,Ended,False,2,20,"Documentary, Crime",Documentary,en,US,60.0,3692.0,2656.0,"prison, corruption, wisconsin, revenge, trial",2018-10-19,TV-14,tt5189670,"Moira Demos, Laura Ricciardi",https://www.netflix.com/title/80000770
217522,Detective Forst,2024-01-11,3.0708,6.306,67,Ended,False,1,6,"Crime, Drama, Mystery",Scripted,pl,PL,,746.0,746.0,"detective, based on novel or book, mountain",2024-01-11,TV-MA,tt19723558,,https://www.netflix.com/title/81488784
114705,Night Stalker: The Hunt for a Serial Killer,2021-01-13,3.0677,7.442,351,Ended,False,1,4,"Documentary, Crime, Mystery",Miniseries,en,US,48.0,1839.0,1839.0,"satanist, serial killer, los angeles, california, true crime, police investigation",2021-01-13,TV-MA,tt13651632,,https://www.netflix.com/title/81025701
96557,Pandemic: How to Prevent an Outbreak,2020-01-22,3.0675,6.9,629,Ended,False,1,6,Documentary,Documentary,en,US,50.0,2196.0,2196.0,"quarantine, outbreak, virus, pandemic, influenza",2020-01-22,,tt11497904,,https://www.netflix.com/title/81026143
64113,W/ Bob & David,2015-11-13,3.0674,6.808,73,Ended,False,1,5,Comedy,Scripted,en,US,,3727.0,3727.0,"dark comedy, sketch comedy, skit, absurd, witty",2015-11-13,TV-MA,tt4574708,"Bob Odenkirk, David Cross",https://www.netflix.com/title/80049065
197235,Shards of Her,2022-10-28,3.0629,7.8,42,Ended,False,1,9,"Mystery, Drama",Miniseries,zh,TW,,1186.0,1186.0,"rape, childhood trauma, miniseries, sexual assault",2022-10-28,TV-MA,tt22399058,,https://www.netflix.com/title/81622630
83247,Haunted,2018-10-19,3.0616,6.9,309,Ended,False,3,18,Documentary,Reality,en,US,25.0,2656.0,1718.0,"paranormal investigation, ghost, supernatural horror",2021-05-14,,tt9077192,"David Price, Jordan Roberts",https://www.netflix.com/title/80195378
